Time,Country Name,GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",Gross savings (% of GDP) [NY.GNS.ICTR.ZS],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"
2020,Vietnam,2785.724161,1.979230846,208.2540765,5.826851584,23.16045073,2.390000105,2.390000105,16.69613524,,
2020,Virgin Islands (U.S.),,,,,,,13.54500008,,,
2020,West Bank and Gaza,3239.731108,-13.63195905,67.11714317,0.3364164348,15.54241174,25.88999939,25.88999939,,,
2020,"Yemen, Rep.",,,,,,,13.39099979,,,
2020,Zambia,985.132436,-5.550283259,79.32548782,-0.9538751572,45.21786987,,12.84799957,7.715369781,,
2020,Zimbabwe,1214.50982,-7.620388191,76.00193836,0.8329653609,12.45627007,,5.350999832,18.43000193,,
2020,Africa Eastern and Southern,1359.618224,-5.403820445,49.86193973,1.403911258,19.56716709,,7.563186854,10.5121714,,
2020,Africa Western and Central,1710.073363,-3.453975656,37.53210083,2.196866604,22.56483989,,6.774913787,11.87631901,,
2020,Arab World,5612.68657,-7.065181879,54.12548143,1.601803796,,,11.48732104,11.87404957,,
2020,Caribbean small states,8873.521929,-8.666040198,,3.603610234,,,9.827410438,,,
2020,Central Europe and the Baltics,16168.19665,-3.677091821,118.4233246,12.66259451,22.17152774,4.37229295,4.37229295,16.72519599,,
2020,Early-demographic dividend,3201.652532,-5.703913309,49.09342792,1.936768863,25.4705555,6.16875617,7.122091618,16.30143025,,
2020,East Asia & Pacific,11477.79259,-0.5627307445,50.86863427,2.084278272,36.27547785,,4.315728177,23.02628044,,
2020,East Asia & Pacific (excluding high income),8254.670871,0.8934284964,41.69548014,1.497913681,41.62329089,,4.388021328,25.23985941,,
2020,East Asia & Pacific (IDA & IBRD countries),8346.03881,0.8926213941,41.6937334,1.498029254,41.62329089,,4.410058877,25.2488971,,
2020,Euro area,37967.80187,-6.576462987,82.85460641,0.5054214461,24.25656105,7.825306891,7.825306891,14.46070038,,
2020,Europe & Central Asia,23955.30516,-5.850925099,77.82365547,0.432584671,23.78108194,7.336436089,7.182387864,13.86836091,,
2020,Europe & Central Asia (excluding high income),7668.524344,-1.88462156,58.25405492,1.291012754,25.77482473,7.639137699,7.80399705,15.01102558,,
2020,Europe & Central Asia (IDA & IBRD countries),8387.390693,-2.078874012,64.45171706,1.555081533,25.03259646,7.23753233,7.397683668,15.12727682,,
2020,European Union,34148.9199,-6.08266069,85.5770271,1.936048188,24.49994861,7.045764726,7.045764726,14.57159762,,
2020,Fragile and conflict affected situations,1622.216976,-6.914519895,,1.572177003,,,7.330389115,,,
2020,Heavily indebted poor countries (HIPC),968.6904998,-2.272851742,46.7812858,2.927799661,24.97854774,,5.432760613,10.68379121,,
2020,High income,44003.41371,-4.812636993,55.42490167,1.28299041,22.62678728,6.636599986,6.486021631,,,
2020,IBRD only,6149.361544,-2.23291018,46.52503577,1.657760651,32.22425898,,6.878731356,20.86351344,,
2020,IDA & IBRD total,4891.090255,-2.513367501,46.08167776,1.668295254,31.78609733,,6.607472064,20.28905881,,
2020,IDA blend,1674.917871,-3.484090853,32.24708668,1.192380874,21.57194191,,6.593901906,11.97955767,,
2020,IDA only,1126.932467,-1.245263929,48.31305205,2.294188445,28.84728801,,5.306300139,13.29809607,,
2020,IDA total,1310.67516,-2.326585824,39.93353204,1.810345448,24.67736625,,5.701855468,12.6592674,,
2020,Late-demographic dividend,9683.425159,-0.2106403433,48.5205698,1.763938137,35.28775583,,5.890181769,22.37884584,,
2020,Latin America & Caribbean,7244.659419,-7.558357809,46.62571191,2.871962146,18.38302095,10.50301346,10.06201419,15.7647164,,
2020,Latin America & Caribbean (excluding high income),6779.199717,-7.683196279,46.0034898,2.284343857,18.26448642,10.60717002,10.17478618,13.0373975,,
2020,Latin America & the Caribbean (IDA & IBRD countries),7035.753075,-7.516335088,47.07571627,2.314058509,18.38453007,10.50301346,10.19877498,15.19714281,,
2020,Least developed countries: UN classification,1053.752571,-1.604210427,48.09088513,2.006647,27.44319519,,5.322177987,13.40418281,,
2020,Low & middle income,4754.8241,-2.475009279,44.68874224,1.631400242,32.15681562,,6.592008109,20.08509368,,
2020,Low income,691.1683328,-1.992373231,42.25590967,3.204911494,,,5.622953672,10.9453789,,
2020,Lower middle income,2217.214884,-4.727602259,46.62669903,1.910646293,26.65985812,,6.610505011,14.80984068,,
2020,Middle East & North Africa,6534.395623,-5.609039829,55.39864836,2.223965098,,,10.54071339,12.15660945,,
2020,Middle East & North Africa (excluding high income),3018.433655,-5.117962696,50.35770715,1.000557523,,,12.23907773,13.82587008,,
2020,Middle East & North Africa (IDA & IBRD countries),3015.703551,-5.026525728,50.13600214,1.009821067,,,12.09027516,13.85171189,,
2020,Middle income,5216.947891,-2.338637299,44.71736227,1.611135215,32.24711749,,6.689699079,20.22948483,,
2020,North America,61502.09595,-3.959531844,26.58487176,1.054323968,19.22444092,8.206839811,8.206839811,,,
2020,Not classified,,,,,,,,,,
2020,OECD members,38218.87237,-4.888438711,51.76766517,0.8931179768,22.45345099,7.246498375,7.101582663,,,
2020,Other small states,11766.97374,-6.831003841,102.6641039,2.643133344,33.01179409,,11.00487111,10.32498213,,
2020,Pacific island small states,3768.543357,-11.21644155,72.20005975,3.497041242,20.17848947,,3.133757142,8.201598973,,
2020,Post-demographic dividend,44475.18917,-4.884322973,53.04633022,1.096136242,22.44748194,6.895881294,6.700057347,,,
2020,Pre-demographic dividend,1332.049211,-5.656420913,39.45855729,1.324254461,,,6.935062501,10.28729417,,
2020,Small states,10770.58978,-7.155973773,100.1662816,2.801354046,31.98741632,,10.38727794,10.26886779,,
2020,South Asia,1823.712912,-6.777948719,36.55874118,2.026385911,29.55182681,4.828148175,7.239793182,13.42486441,,
2020,South Asia (IDA & IBRD),1823.712912,-6.777948719,36.55874118,2.026385911,29.55182681,4.828148175,7.239793182,13.42486441,,
2020,Sub-Saharan Africa,1501.152921,-4.521151538,44.1025526,1.770330491,20.86899797,,7.280552852,11.15651505,,
2020,Sub-Saharan Africa (excluding high income),1500.349997,-4.514063565,43.9996983,1.7611165,20.87170943,,7.280552852,11.15777168,,
2020,Sub-Saharan Africa (IDA & IBRD countries),1501.152921,-4.521151538,44.1025526,1.770330491,20.86899797,,7.280552852,11.15651505,,
2020,Upper middle income,9177.840437,-1.172947998,44.10873891,1.514863996,33.86214415,,6.765702835,21.95703751,,
2020,World,10918.72283,-4.268432168,51.61860044,1.410482679,25.96189941,,6.573003526,15.92799582,,
